dataset_index,source_row,canonical_smiles,drug_id,cell_id,ln_ic50
8850,486082,NCCOc1cc(C(=O)Nc2cc(OCCN)c3ccccc3n2)nc(C(=O)Nc2cc(OCCN)c3ccccc3n2)c1,Pyridostatin,RCC-MF,5.565695
24518,475460,NCc1ccc(OCCCc2sc(-c3ccc4c(c3)C(=NNc3nc5ccccc5s3)CCC4)nc2C(=O)O)cc1,WEHI-539,LN-229,4.747018
10102,362984,NS(=O)(=O)OCC1CC(n2ccc3c(NC4CCc5ccccc54)ncnc32)CC1O,Pevonedistat,A101D,-0.276425
3441,314046,N[C@@H]1CCCN(c2c(C=C3SC(=O)NC3=O)cccc2-c2ccccc2)C1,AZD1208,RKN,3.378917
11834,85591,Nc1[nH]nc2nnc(-c3c(-c4ccccc4)nn4ccccc34)cc12,FR-180204,TE-11,5.396288
31302,449852,Nc1cc(C(F)(F)F)c(-c2cc(N3CCOCC3)nc(N3CCOCC3)n2)cn1,Buparlisib,MKN1,0.866256
8553,138439,Nc1ccc(-c2ccc3ncc4ccc(=O)n(-c5cccc(C(F)(F)F)c5)c4c3c2)cn1,Torin 2,HCC1937,0.643244
38612,121381,Nc1ccc(C(=O)Nc2cccc(-c3nc(N4CCOCC4)c4oc5ncccc5c4n3)c2)cn1,YM201636,COR-L105,1.197303
18838,138139,Nc1cccc(-c2cc3c(Oc4cccc(O)c4)ncnc3[nH]2)c1,TWS119,JHH-6,3.451759
13633,191909,Nc1cccc2c1CN([C@@H]1CCC(=O)NC1=O)C2=O,Lenalidomide,NCI-H2066,5.281111
9942,378696,Nc1ccccc1NC(=O)c1ccc(CNC(=O)OCc2cccnc2)cc1,Entinostat,KASUMI-1,-1.183534
19098,352877,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1,Gemcitabine,PF-382,-3.285119
26756,178447,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,Cytarabine,KP-N-YN,3.007857
14373,154404,Nc1nc(=O)c2c(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c[nH]c2[nH]1,Pemetrexed,HCC-827,3.364239
3047,423655,Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,Fludarabine,LS-513,3.534679
13149,152921,Nc1nc2c(ncn2C2OC(CO)C(O)C2O)c(=O)[nH]1,Ara-G,HCC38,4.02733
8595,501248,Nc1ncn(C2OC(CO)C(O)C2O)c(=O)n1,5-azacytidine,NCI-H1944,1.702244
21645,468605,Nc1ncnc2c1c(-c1cccc(OCc3ccccc3)c1)cn2[C@H]1C[C@H](CN2CCCC2)C1,NVP-ADW742,DMS-79,5.341224
24570,330345,O=C(C=CN1CC2CC1CN2c1ccccn1)c1ccccc1O,PFI-3,ABC-1,4.684445
12667,53500,O=C(C=Cc1ccc(CN(CCO)CCc2c[nH]c3ccccc23)cc1)NO,Dacinostat,WM1552C,-2.412276
34289,93142,O=C(C=Cc1cccc(S(=O)(=O)Nc2ccccc2)c1)NO,Belinostat,SW756,1.667152
37855,15294,O=C(C=Cc1ccccc1)NC(NC(=S)Nc1cccc2cccnc12)C(Cl)(Cl)Cl,Salubrinal,NB5,4.799612
32310,260553,O=C(C=Cc1cccnc1)NCCCCC1CCN(C(=O)c2ccccc2)CC1,Daporinad,DND-41,-6.926787
2477,183911,O=C(CCCCCCC(=O)Nc1ccccc1)NO,Vorinostat,DEL,0.254478
640,86600,O=C(CCCCCCNC(=O)c1cnc(N(c2ccccc2)c2ccccc2)nc1)NO,ACY-1215,NCI-H3122,2.535672
27246,299952,O=C(Cc1ccccc1)Nc1nnc(CCSCCc2nnc(NC(=O)Cc3ccccc3)s2)s1,BPTES,MOG-G-CCM,3.155045
6244,127089,O=C(NC1CC1)c1cccc(-c2ccc3c(NC(=O)C4CC4)n[nH]c3c2)c1,XMD13-2,KURAMOCHI,5.035986
33456,62092,O=C(NC1CCNCC1)c1n[nH]cc1NC(=O)c1c(Cl)cccc1Cl,AT-7519,RL,-1.676505
10318,494352,O=C(NCC(O)CN1CCc2ccccc2C1)c1ccnc(NC2CCC2)c1,GSK591,EW-11,3.663915
4040,334866,O=C(NCCCNc1nc(Nc2cccc(NC(=O)N3CCCC3)c2)ncc1I)c1cccs1,BX795,NCI-H2171,0.802762
5253,187221,O=C(NOCC1CC1)c1ccc(F)c(F)c1Nc1ccc(I)cc1Cl,CI-1040,NCI-H1781,3.583631
21650,218666,O=C(NOC[C@H](O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F,PD0325901,ABC-1,-2.970767
5250,103191,O=C(N[C@@H](COc1ccc2[nH]c(=O)[nH]c2c1)c1ccccc1)c1cccn(Cc2ccc(F)c(F)c2)c1=O,KIN001-244,HCT-116,2.917529
16085,160958,O=C(Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc(Cl)ccc1O,IMD-0354,NCI-H526,0.262854
40098,164203,O=C(Nc1ccc(Nc2nccc(Nc3cc(C4CCCC4)[nH]n3)n2)cc1)Nc1cccc(C(F)(F)F)c1,CD532,CAS-1,0.392391
39900,111480,O=C(Nc1ccc(OC(F)(F)F)cc1)c1sccc1NCc1ccnc2ccccc12,OSI-930,HEL,2.320836
27008,371331,O=C(Nc1ccc2[nH]nc(-c3ccncc3)c2c1)C1CCN(CC(=O)N2CCN(c3ccc(-c4ncccn4)cc3)CC2)C1,SCH772984,NB13,3.865393
3091,395808,O=C(Nc1cccc(C(F)(F)F)c1)Nc1cc(S(=O)(=O)NC2CC2)ccc1-c1ccsc1,AGI-6780,MG-63,5.206574
24399,466967,O=C(Nc1cccc(NC(=O)c2cccc(O)c2O)c1)c1cccc(O)c1O,Telomerase Inhibitor IX,MN-60,0.625925
14696,63462,O=C(Nc1cccc(Nc2ncc(Br)c(NCCc3c[nH]cn3)n2)c1)N1CCCC1,BX-912,HCC38,3.832184
38952,464779,O=C(Nc1cccnc1)c1cc(-c2ccnc(F)c2)ccc1OCc1ccccc1,GSK2578215A,BHY,3.59861
9525,151061,O=C(O)CCCCC(CCSCc1ccccc1)SCc1ccccc1,CPI-613,NCI-H2347,5.842292
41473,513948,O=C(O)CCCCC1CCSS1,alpha-lipoic acid,NB10,6.255296
28433,254395,O=C(O)CNC(=O)c1c(O)c2ccccc2n(Cc2ccccc2)c1=O,IOX2,Farage,-1.408643
23497,471985,O=C(O)CSc1cc(NS(=O)(=O)c2ccc(Br)cc2)c2ccccc2c1O,UMI-77,AMO-1,0.008353
24537,39684,O=C(O)c1ccc(-c2c[nH]c3ncc(-c4ccccc4)cc23)cc1C1CCCC1,GSK650394,NCI-H1693,4.997126
25816,117420,O=C(O)c1cccnc1-c1ccccc1,SB52334,PANC-02-03,5.594294
2029,188819,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1,Olaparib,BC-1,2.966655
10477,267016,O=C(c1ccc(C(=O)N2CCC(N3CCCC3)CC2)c(Nc2ccccc2)c1)N1CCC(N2CCCC2)CC1,UNC1215,SNU-61,2.972365
19297,222655,O=C1C(=Cc2cccs2)CCC1=Cc1cccs1,CCT007093,D-336MG,3.689778
33375,213052,O=C1N=C(NCc2cccs2)SC1=Cc1ccc2ncccc2c1,RO-3306,SK-N-DZ,1.960827
11140,140775,O=C1NC(=O)C(=Cc2ccc3nccc(-c4ccncc4)c3c2)S1,GSK1059615,EW-24,2.201102
9297,65557,O=C1NC(=O)C(=Cc2ccc3nccnc3c2)S1,AS605240,MOG-G-UVW,2.837099
21208,208573,O=C1NC(=O)c2c1c(-c1ccccc1Cl)cc1[nH]c3ccc(O)cc3c21,Wee1 Inhibitor,NCI-H345,3.083137
26995,147156,O=C1NCCSc2c1sc1ccc(O)cc21,kb NB 142-70,LS-180,3.285583
5074,434529,O=C1NCCc2c1[nH]c1ccccc21,L-Oxonoreleagnine,SiHa,2.978991
16273,345883,O=C1O[Pt]2(N[C@@H]3CCCC[C@H]3N2)OC1=O,Oxaliplatin,NCI-H2196,4.171298
27927,421334,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,Mitoxantrone,HCT-116,0.610014
40653,417147,O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O,Zoledronate,GOTO,3.411315
24379,361996,O=P1(N(CCCl)CCCl)NCCCO1,Cyclophosphamide,DSH1,5.402673
28274,20947,O=S(=O)(O)c1ccc2cc(N=Nc3cc(S(=O)(=O)O)c4cccnc4c3O)ccc2c1,NSC-87877,SK-MEL-30,2.32204
37213,129382,O=S(=O)(c1ccccc1)N(CC(F)(F)F)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,T0901317,HPAF-II,4.57369
239,171958,O=[N+]([O-])c1cc(C(F)(F)F)cc([N+](=O)[O-])c1NNC(=S)Nc1ccc(F)cc1,Kobe2602,C32,5.119054
40081,36110,O=c1[nH]c2ccccc2n1C1CCN(Cc2ccc(-c3[nH]c4cc5ncnc5cc4nc3-c3ccccc3)cc2)CC1,AKT inhibitor VIII,JHU-029,0.490033
5193,42125,O=c1[nH]cc(F)c(=O)[nH]1,5-Fluorouracil,BICR31,5.118639
31690,199713,O=c1cc(-c2cccc3c2Sc2ccccc2S3)oc(N2CCOCC2)c1,KU-55933,NCI-H1993,5.200784
1957,205202,O=c1cc(N2CCOCC2)oc2c(-c3cccc4c3sc3ccccc34)cccc12,NU7441,LS-411N,3.061706
35787,7327,OCCCNc1cc(-c2ccnc(Nc3cccc(Cl)c3)n2)ccn1,CGP-60474,SW684,2.225979
25716,22515,OC[C@H](Cc1ccccc1)Nc1nc(Oc2ccc3c(c2)CCC3)nc2c1ncn2Cc1ccc(-c2ccccc2)cc1,QS11,HH,3.680201
24136,492834,Oc1c(F)cc(-c2cnccc2-c2ccc(N3CCOCC3)cc2)cc1F,LJI308,ML-2,3.906303
28561,39628,Oc1ccc2ccccc2c1SSc1c(O)ccc2ccccc12,IPA-3,MOLM-13,4.192821
6136,114975,Oc1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1,PI-103,NCI-H23,4.187825
2480,269905,Oc1nc(-c2ccc(C(F)(F)F)cc2)nc2c1CSCC2,XAV939,BHT-101,-0.010304
9999,108518,S=C(NCc1ccc2c(c1)OCO2)N1CCN(c2ncnc3c2oc2ccccc23)CC1,Amuvatinib,NCI-H661,2.743789
35586,162717,c1cc(-c2cc(C3CCNCC3)[nH]n2)ccn1,ETP-45835,COLO-829,6.375007
36143,444661,c1ccc(-c2nn3c(c2-c2ccnc4cc(OCCN5CCOCC5)ccc24)CCC3)nc1,LY2109761,SNU-387,6.42224
12843,375760,c1ccc(C2CC2NC2CCNCC2)cc1,GSK-LSD1,HEC-1,1.877166
32861,168675,c1ccc2c(-c3cnn4cc(-c5ccc(N6CCNCC6)cc5)cnc34)ccnc2c1,LDN-193189,CAS-1,0.192785
20727,230289,c1ccc2c(CCNc3ccc(Nc4ccncc4)cc3)c[nH]c2c1,Serdemetan,NCI-H446,4.895236
18665,392870,c1cn2cc(-c3ccc4cn[nH]c4c3)nc(Nc3ccc(N4CCOCC4)cc3)c2n1,Entospletinib,PC-3,3.386807
